Year,Week_Number,mean_return,volatility
2020,43,0.15319999999999992,3.5356669384997224
2020,44,1.9129999999999998,5.030725891956349
2020,45,0.13039999999999985,5.433859061477396
2020,46,4.5526,10.244581143219081
2020,47,2.0125,3.5522896372152237
2020,48,0.9799999999999999,4.880691088360336
2020,49,2.3456,3.815718713427393
2020,50,2.2342,2.417700705215598
2020,51,-0.76375,3.024123495604415
2020,52,1.45825,9.760330847363731
2021,01,6.715000000000001,2.80676014294061
2021,02,0.7451999999999999,3.6075117740625604
2021,03,2.2794999999999996,4.8451359458051675
2021,04,-3.1344000000000003,2.662467427030798
2021,05,4.122,3.8911248373702945
2021,06,2.1188,6.4710194869123985
2021,07,-1.58575,1.2695477869435767
2021,08,-2.4739999999999998,5.182086211170169
2021,09,-0.8210000000000003,9.399459691918468
2021,10,-1.0791999999999997,10.38349843260931
2021,11,-0.19379999999999994,1.7647032895078991
2021,12,-2.1834000000000002,4.377484014819472
2021,13,3.64,1.2701797773018852
2021,14,-1.0637999999999999,4.006074599904499
2021,15,-0.4326,1.5801643268976804
2021,16,2.5116,4.611623987273897
2021,17,-0.9786000000000001,2.9778131741262746
2021,18,-1.7042000000000002,1.6941349414966922
2021,19,-0.7329999999999999,7.6561728363458466
2021,20,1.1283999999999998,1.2281747839782413
2021,21,0.9204000000000001,1.5488151277670295
2021,22,0.5112499999999999,5.293453968503614
2021,23,0.49860000000000004,3.446000333720239
2021,24,1.2597999999999998,3.104887308744071
2021,25,1.0844,4.473413718850516
2021,26,-0.7827999999999999,1.762167188435876
2021,27,-2.63675,6.581510078748392
2021,28,0.4364,1.9255072838086071
2021,29,-2.482,6.694060240242838
2021,30,-1.8707999999999998,7.891041198726566
2021,31,-1.5828,4.591493297392473
2021,32,-1.1206,4.18628574036699
2021,33,-2.0552,4.2763095304245695
2021,34,2.6567999999999996,6.138783283355098
2021,35,2.7403999999999997,4.178063642406611
2021,36,-0.6394999999999998,4.987169571343382
2021,37,-2.2286,2.8660856232848313
2021,38,-0.9351999999999998,4.501175257641053
2021,39,-1.6558,3.700319067323789
2021,40,1.9142000000000003,5.235566511849505
2021,41,-0.22300000000000003,2.430887389411529
2021,42,3.2708,3.8446659412750024
2021,43,-2.2104,2.763000235251528
2021,44,0.5440000000000003,5.859882038061859
2021,45,2.8524000000000003,2.0316214706485067
2021,46,-4.531000000000001,8.540218030003684
2021,47,0.6784999999999999,4.0471317003527325
2021,48,-4.3756,2.266007568389832
2021,49,1.5392,3.8725639052183505
2021,50,-3.2938,2.4373935258796435
2021,51,-1.73075,9.795284524538664
2021,52,1.17925,7.445466556905617
